segment length: 1355	score: 701.278
segment length: 2999	score: 1421.69


segment length: 1458	score: 609.795


segment length: 2629	score: 1408.38


segment length: 1086	score: 586.423


segment length: 4620	score: 2346.47


segment length: 9010	score: 4126.03


segment length: 2588	score: 1047.45


segment length: 5106	score: 2473.47


segment length: 885	score: 532.803


segment length: 3242	score: 1523.83


segment length: 2592	score: 1009.44


segment length: 2863	score: 1362.83


segment length: 2625	score: 1239.82


segment length: 737	score: 462.719


segment length: 1818	score: 833.28


segment length: 6854	score: 3814.48


segment length: 3664	score: 1624.47


segment length: 3046	score: 1380.47


segment length: 1370	score: 505.077


segment length: 4190	score: 2184.37


segment length: 2726	score: 1620.41


segment length: 2342	score: 952.283


segment length: 2798	score: 1400.51


segment length: 2790	score: 1568.26


segment length: 3089	score: 1560.48


segment length: 2103	score: 974.072


segment length: 1553	score: 779.128


segment length: 2042	score: 864.052


segment length: 1390	score: 838.045


segment length: 2259	score: 1130.18


segment length: 1952	score: 724.626


segment length: 1936	score: 1262.3


segment length: 3178	score: 1627.17


segment length: 555	score: 285.63


segment length: 2090	score: 802.59


segment length: 3794	score: 1749.53


segment length: 2949	score: 1374.19


segment length: 2666	score: 1467.02


segment length: 1332	score: 761.947


segment length: 1097	score: 459.748


segment length: 4545	score: 2109.32


segment length: 2810	score: 1509.9


segment length: 2239	score: 1410.81


segment length: 3425	score: 1564.64


segment length: 1314	score: 506.818


segment length: 1374	score: 744.936


segment length: 2981	score: 1493.61


segment length: 1857	score: 864.056


segment length: 7187	score: 1791.62
3778 4412 0	575093 575727

3950 4649 33.4834	575265 575964


segment length: 1202	score: 581.305


segment length: 4456	score: 1540.25
3241 3822 2.94964	575080 575661

3650 4099 31.0876	575489 575938


segment length: 1416	score: 638.022


segment length: 800	score: 331.084


segment length: 1086	score: 428.659


segment length: 3824	score: 838.713
2045 2689 2.98401	575080 575724

2125 2799 33.4202	575160 575834


segment length: 1921	score: 770.044


segment length: 3497	score: 1002.43
3593 4385 2.26173	576924 577716

1800 2474 32.4725	575131 575805


segment length: 2047	score: 675.95


segment length: 2403	score: 707.059
0 0 inf	573564 573564

1575 2224 27.7689	575139 575788


segment length: 1452	score: 439.445


segment length: 2024	score: 348.489
686 1209 2.44365	575141 575664

650 1324 27.0223	575105 575779


segment length: 1190	score: 640.567


segment length: 4153	score: 1908.17


segment length: 3228	score: 1372.32


segment length: 2748	score: 1536.44


segment length: 2122	score: 924.731


segment length: 4132	score: 1850.22


segment length: 2439	score: 1269.89


segment length: 3611	score: 1578.8


segment length: 4972	score: 2548.47


segment length: 479	score: 240.886


segment length: 1901	score: 839.042


segment length: 1115	score: 648.162


segment length: 1310	score: 517.064


segment length: 2807	score: 1235.97


segment length: 2507	score: 1301.88


segment length: 3737	score: 1974.18


segment length: 1257	score: 603.793


segment length: 3384	score: 1966.57
856 1091 0	587613 587848

0 0 inf	586757 586757


segment length: 2903	score: 1103.92


segment length: 1789	score: 779.238


segment length: 3816	score: 1042.37
343 531 0	587989 588177

0 0 inf	587646 587646


segment length: 3374	score: 1221.24
353 511 0	588012 588170

0 0 inf	587659 587659


segment length: 2616	score: 961.595


segment length: 5305	score: 1466.32


segment length: 5211	score: 2058.06


segment length: 6769	score: 3303.5


segment length: 1212	score: 632.69


segment length: 3966	score: 2015.64


segment length: 2251	score: 830.261


segment length: 926	score: 388.243


segment length: 3006	score: 1376.74


segment length: 2763	score: 1346.11


segment length: 1828	score: 895.373


segment length: 1446	score: 653.398


segment length: 2701	score: 1386


segment length: 1589	score: 707.749


segment length: 1319	score: 527.08


segment length: 2206	score: 1092.02


segment length: 3334	score: 1666.67


segment length: 962	score: 408.981


segment length: 1563	score: 774.54


segment length: 631	score: 264.193


segment length: 5821	score: 2729.18


segment length: 4107	score: 1802.58


segment length: 3449	score: 1404.97


segment length: 2036	score: 914.933


segment length: 3462	score: 1689.78


segment length: 2712	score: 1393.85


segment length: 932	score: 472.844


segment length: 2373	score: 998.706


segment length: 7285	score: 3452.89


segment length: 579	score: 169.179


segment length: 1162	score: 492.998


segment length: 3597	score: 1671.69


segment length: 3206	score: 1481.51


segment length: 845	score: 377.17


segment length: 1536	score: 804.004


segment length: 9127	score: 4713.79


segment length: 4793	score: 2090.32


segment length: 1092	score: 442.175


segment length: 3625	score: 1644.98


segment length: 4044	score: 2081.42


segment length: 1477	score: 608.471


segment length: 1757	score: 623.531


segment length: 4386	score: 1921.06


segment length: 4870	score: 2163.31


segment length: 2764	score: 1308.03


segment length: 5820	score: 2910.97


segment length: 1549	score: 607.47


segment length: 1251	score: 504.633


segment length: 4142	score: 1707.1


segment length: 6950	score: 2783.27


segment length: 2179	score: 1122.69


segment length: 2580	score: 1305.38


segment length: 3605	score: 1963.19


segment length: 2945	score: 1065.28


segment length: 3121	score: 1115.77


segment length: 3844	score: 1862.29


segment length: 4233	score: 2338.7


segment length: 2476	score: 1514.5


segment length: 3528	score: 1520.16


segment length: 1766	score: 745.695


segment length: 1022	score: 398.015


segment length: 3111	score: 1066.51


segment length: 2822	score: 1256.53


segment length: 1542	score: 992.556


segment length: 3548	score: 1407.52


segment length: 3753	score: 1953.17


segment length: 1089	score: 565.354


segment length: 3098	score: 1109.56


segment length: 1485	score: 872.209


segment length: 6156	score: 1439.96
3609 4353 1.58844	626513 627257

3950 4699 34.6126	626854 627603


segment length: 2839	score: 1311.29


segment length: 3632	score: 1140.73
2340 3085 1.13966	626514 627259

2575 3099 27.8753	626749 627273


segment length: 3071	score: 1003.18
1829 2597 1.55275	626518 627286

1900 2624 31.0278	626589 627313


segment length: 3408	score: 726.343
1672 2300 0	626628 627256

1675 2424 34.1613	626631 627380


segment length: 5618	score: 1320.76
1479 2267 2.41264	626518 627306

1425 2224 31.9227	626464 627263


segment length: 1643	score: 523.656


segment length: 817	score: 204.428


segment length: 5491	score: 2172.41
253 815 3.21076	626500 627062

450 924 38.7372	626697 627171


segment length: 2690	score: 636.403
2610 3233 2.21872	629401 630024

0 0 inf	626791 626791


segment length: 1373	score: 510.965


segment length: 817	score: 373.009


segment length: 1954	score: 1145.71


segment length: 6523	score: 3356.73


segment length: 3255	score: 1265.98


segment length: 2719	score: 1272.97


segment length: 1248	score: 635.912


segment length: 3092	score: 1480.33


segment length: 4987	score: 1990.7


segment length: 1671	score: 810.173


segment length: 1756	score: 797.253


segment length: 6052	score: 2665.46


segment length: 1120	score: 412.327


segment length: 8096	score: 3737.54


segment length: 363	score: 183.307


segment length: 3106	score: 1484.27


segment length: 2845	score: 1674.59


segment length: 3674	score: 1870.19


segment length: 882	score: 306.049


segment length: 541	score: 297.7


segment length: 1814	score: 1047.46


segment length: 2798	score: 1193.78


segment length: 2655	score: 1068.94


segment length: 1293	score: 599.754


segment length: 2311	score: 703.094


segment length: 1256	score: 712.403


segment length: 2276	score: 965.093


segment length: 1430	score: 727.306


segment length: 7279	score: 2808.83
6781 7319 0	656872 657410

0 0 inf	650091 650091


segment length: 9419	score: 3673.94


segment length: 1971	score: 1063.7


segment length: 2511	score: 1138.52


segment length: 3626	score: 1510.07


segment length: 9895	score: 4091.92


segment length: 1953	score: 834.995


segment length: 1063	score: 391.598


segment length: 2912	score: 947.169


segment length: 3673	score: 1371.32


segment length: 3010	score: 1427.83


segment length: 1324	score: 475.573


segment length: 1892	score: 1055.01


segment length: 1690	score: 874.597


segment length: 670	score: 396.763


segment length: 1156	score: 600.75


segment length: 1304	score: 537.66


segment length: 1952	score: 921.789


segment length: 1142	score: 327.5


segment length: 2080	score: 1092.8


segment length: 3985	score: 2055.92


segment length: 1569	score: 901.919


segment length: 1177	score: 472.202


segment length: 3716	score: 1647.09


segment length: 3242	score: 1918.15


segment length: 4361	score: 1989.3


segment length: 902	score: 386.27


segment length: 6814	score: 2810.92


segment length: 1566	score: 692.771


segment length: 2725	score: 1069.11


segment length: 8963	score: 4615.55


segment length: 1799	score: 670.368


segment length: 3614	score: 1532.35


segment length: 2804	score: 1549


segment length: 1758	score: 669.612


segment length: 2640	score: 1176.04


segment length: 904	score: 455.634


segment length: 1180	score: 537.207


segment length: 2382	score: 1354.4


segment length: 1235	score: 586.964


segment length: 2822	score: 1381.44


segment length: 3336	score: 1598.87


segment length: 2095	score: 972.014


segment length: 3844	score: 1741.8


segment length: 2275	score: 1052.52


segment length: 1822	score: 910.231


segment length: 1610	score: 730.716


segment length: 7617	score: 4326.45


segment length: 3802	score: 1468.29


segment length: 1939	score: 803.732


segment length: 1219	score: 571.396


segment length: 2819	score: 1290.96


segment length: 2164	score: 686.139


segment length: 1552	score: 585.879


segment length: 2650	score: 1333.31


segment length: 5153	score: 2150.56


segment length: 3061	score: 1425.37


segment length: 5667	score: 1685.69


segment length: 8714	score: 3181.6


segment length: 3584	score: 749.23


segment length: 5064	score: 1389.14


segment length: 2471	score: 1118.23


segment length: 946	score: 397.108


segment length: 2848	score: 1185.5


segment length: 2446	score: 714.287


segment length: 8096	score: 3252.86


segment length: 2137	score: 633.325


segment length: 3015	score: 1287.16


segment length: 2476	score: 965.167


segment length: 1146	score: 697.901


segment length: 3382	score: 1648.55


segment length: 1703	score: 746.932


segment length: 968	score: 407.203


segment length: 3961	score: 2250.82


segment length: 2823	score: 1538.94


segment length: 5289	score: 2387.02


segment length: 1424	score: 656.09


segment length: 2058	score: 1062.51


segment length: 2695	score: 1096.66


segment length: 805	score: 312.33


segment length: 2322	score: 1080.04


segment length: 2647	score: 1095.78


segment length: 3266	score: 1296.66


segment length: 3709	score: 2380.82


segment length: 972	score: 302.778


segment length: 7835	score: 3800.78


segment length: 985	score: 506.249


segment length: 5278	score: 2291.04


segment length: 3594	score: 1482


segment length: 1999	score: 903.631


segment length: 1255	score: 631.641


segment length: 5287	score: 2662.87


segment length: 2472	score: 1472.81


segment length: 3341	score: 1457.58


segment length: 2005	score: 1089.46


segment length: 3753	score: 1525.98


segment length: 3185	score: 1995.57


segment length: 1411	score: 679.56


segment length: 1974	score: 995.311


segment length: 1267	score: 661.657


segment length: 2115	score: 997


segment length: 2727	score: 1170.11


segment length: 1033	score: 363.323


segment length: 1344	score: 610.093


segment length: 2991	score: 1360.09


segment length: 2247	score: 1004.85


segment length: 3262	score: 1235.09


segment length: 1767	score: 806.545


segment length: 1078	score: 571.315


segment length: 4106	score: 2131.72


segment length: 833	score: 259.924


segment length: 1538	score: 777.733


segment length: 2373	score: 1344.81


segment length: 3440	score: 1560.4


segment length: 1934	score: 1152.54


segment length: 3987	score: 1372.7


segment length: 2352	score: 1364.95


segment length: 3520	score: 1590.92


segment length: 2775	score: 1350.84


segment length: 7243	score: 3547.76


segment length: 1910	score: 984.955


segment length: 2638	score: 1657.47


segment length: 1901	score: 886.827


segment length: 4602	score: 2336.67


segment length: 3044	score: 1196.1


segment length: 2462	score: 1320.83


segment length: 3207	score: 1012.72


segment length: 4035	score: 715.755
5913 6942 4.60976	733466 734495

1775 2424 37.8326	729328 729977


segment length: 2145	score: 967.933


segment length: 1872	score: 668.328


segment length: 650	score: 244.012


segment length: 3227	score: 990.514
700 1271 2.87737	729257 729828

675 1324 32.5862	729232 729881


segment length: 1162	score: 246.719
1173 1431 3.76014	730442 730700

0 0 inf	729269 729269


segment length: 1759	score: 600.109


segment length: 7799	score: 3266.78


segment length: 3500	score: 1861.14


segment length: 743	score: 260.072


segment length: 1761	score: 651.132


segment length: 4127	score: 2034.31


segment length: 3479	score: 857.665


segment length: 4429	score: 2156.17


segment length: 2969	score: 1299.38


segment length: 4950	score: 2390


segment length: 2685	score: 1184.23


segment length: 5585	score: 2431.45


segment length: 1446	score: 665.792


segment length: 6678	score: 3184.23


segment length: 2508	score: 1124.05


segment length: 3394	score: 1280.53


segment length: 1581	score: 707.745


segment length: 779	score: 340.406


segment length: 2803	score: 1459.24


segment length: 3498	score: 1448.62


segment length: 2394	score: 1064.61


segment length: 2490	score: 1046.89


segment length: 3120	score: 1334.37


segment length: 1096	score: 559.794


segment length: 1951	score: 632.117


segment length: 3151	score: 1361.62


segment length: 2844	score: 1774.16


segment length: 2502	score: 1102.19


segment length: 1957	score: 730.211


segment length: 3339	score: 1851.75


segment length: 1809	score: 971.768


segment length: 3042	score: 1516.18


segment length: 4004	score: 1782.48


segment length: 3344	score: 1732.94


segment length: 3144	score: 1442.73


segment length: 3522	score: 1821.39


segment length: 2263	score: 1103.82


segment length: 3023	score: 1115.25


segment length: 4694	score: 1838.79


segment length: 2618	score: 1184.53


segment length: 3223	score: 1242.65


segment length: 2805	score: 1148.62
